name,name_hiragana,name_romaji,needs_correction
五位堂,ごいどう,goidou,1
大福,だいふく,daifuku,1
真菅,ますが,masuga,1
河内国分,かわちこくぶ,kawachikokubu,1
近鉄八尾,きんてつやお,kintetsuyao,1
俊徳道,しゅんとくみち,shuntokumichi,1
喜志,きし,kishi,1
滝谷不動,たきだにふどう,takidanifudou,1
河内長野,かわちながの,kawachinagano,1
汐ノ宮,しおのみや,shionomiya,1
富田林,とんだばやし,tondabayashi,1
古市,ふるいち,furuichi,1
富田林西口,とんだばやしにしぐち,tondabayashinishiguchi,1
池の浦,いけのうら,ikenoura,1
五十鈴川,いすずかわ,isuzukawa,1
朝熊,あさま,asama,1
前栽,せんざい,senzai,1
二階堂,にかいどう,nikaidou,1
天理,てんり,tenri,1
佐味田川,さみたがわ,samitagawa,1
黒田,くろだ,kuroda,1
新王寺,しんおうじ,shinnouji,1
但馬,たじま,tajima,1
箸尾,はしお,hashio,1
西田原本,にしたわらもと,nishitawaramoto,1
池部,いけべ,ikebe,1
大輪田,おおわだ,oowada,1
桜,さくら,sakura,1
高角,たかつの,takatsuno,1
中菰野,なかこもの,nakakomono,1
湯の山温泉,ゆのやまおんせん,yunoyamaonsen,1
伊勢川島,いせかわしま,isekawashima,1
菰野,こもの,komono,1
大羽根園,おおばねえん,oobaneen,1
伊勢松本,いせまつもと,isematsumoto,1
中川原,なかがわら,nakagawara,1
近鉄四日市,きんてつよっかいち,kinntetsuyokkaichi,1
柏原南口,かしわらみなみぐち,kashiwaraminamiguchi,1
道明寺,どうみょうじ,doumyouji,1
柏原,かしわら,kashiwara,1
石切,いしきり,ishikiri,1
河内永和,かわちえいわ,kawachieiwa,1
河内花園,かわちはなぞの,kawachihanazono,1
東生駒,ひがしいこま,higashiikoma,1
額田,ぬかた,nukata,1
枚岡,ひらおか,hiraoka,1
河内小阪,かわちこさか,kawachikosaka,1
若江岩田,わかえいわた,wakaeiwata,1
新大宮,しんおおみや,shinoomiya,1
富雄,とみお,tomio,1
瓢箪山,ひょうたんやま,hyoutanyama,1
八戸ノ里,やえのさと,yaenosato,1
近鉄奈良,きんてつなら,kintetsunara,1
東花園,ひがしはなぞの,higashihanazono,1
菖蒲池,あやめいけ,ayameike,1
小古曽,おごそ,ogoso,1
赤堀,あかほり,akahori,1
南日永,みなみひなが,minamihinaga,1
泊,とまり,tomari,1
日永,ひなが,hinaga,1
内部,うつべ,utsube,1
あすなろう四日市,あすなろうよっかいち,asunarouyokkaichi,1
当麻寺,たいまでら,taimadera,1
河内松原,かわちまつばら,kawachimatsubara,1
土師ノ里,はじのさと,hajinosato,1
布忍,ぬのせ,nunose,1
高見ノ里,たかみのさと,takaminosato,1
上ノ太子,かみのたいし,kaminotaishi,1
河堀口,こぼれぐち,koboreguchi,1
高鷲,たかわし,takawashi,1
大阪阿部野橋,おおさかあべのばし,oosakaabenobashi,1
磐城,いわき,iwaki,1
浮孔,うきあな,ukiana,1
今川,いまがわ,imagawa,1
河内天美,かわちあまみ,kawachiamami,1
恵我ノ荘,えがのしょう,eganoshou,1
坊城,ぼうじょう,boujou,1
藤井寺,ふじいでら,fujiidera,1
駒ヶ谷,こまがたに,komagatani,1
二上山,にじょうざん,nijouzan,1
針中野,はりなかの,harinakano,1
橿原神宮西口,かしはらじんぐうにしぐち,kashiharajinguunishiguchi,1
矢田,やた,yata,1
二上神社口,にじょうじんじゃぐち,nijoujinjaguchi,1
高田市,たかだし,takadashi,1
北田辺,きたたなべ,kitatanabe,1
近鉄日本橋,きんてつにっぽんばし,kinntetsunipponnbashi,1
大阪難波,おおさかなんば,oosakananba,1
西日野,にしひの,nishihino,1
伏屋,ふしや,fushiya,1
近鉄名古屋,きんてつなごや,kintetsunagoya,1
烏森,かすもり,kasumori,1
近鉄八田,きんてつはった,kinntetsuhatta,1
黄金,こがね,kogane,1
米野,こめの,komeno,1
伊勢朝日,いせあさひ,iseasahi,1
近鉄長島,きんてつながしま,kintetsunagashima,1
近鉄富田,きんてつとみだ,kinntetsutomida,1
佐古木,さこぎ,sakogi,1
益生,ますお,masuo,1
近鉄蟹江,きんてつかにえ,kintetsukanie,1
川原町,かわらまち,kawaramachi,1
霞ヶ浦,かすみがうら,kasumigaura,1
川越富洲原,かわごえとみすはら,kawagoetomisuhara,1
阿倉川,あくらがわ,akuragawa,1
桑名,くわな,kuwana,1
戸田,とだ,toda,1
富吉,とみよし,tomiyoshi,1
近鉄弥富,きんてつやとみ,kintetsuyatomi,1
南が丘,みなみがおか,minamigaoka,1
津新町,つしんまち,tsushinmachi,1
白塚,しらつか,shiratsuka,1
長太ノ浦,なごのうら,nagonoura,1
久居,ひさい,hisai,1
千里,ちさと,chisato,1
箕田,みだ,mida,1
高田本山,たかたほんざん,takatahonzan,1
海山道,みやまど,miyamado,1
桃園,ももぞの,momozono,1
楠,くす,kusu,1
白子,しろこ,shiroko,1
塩浜,しおはま,shiohama,1
新正,しんしょう,shinshou,1
江戸橋,えどばし,edobashi,1
伊勢若松,いせわかまつ,isewakamatsu,1
鼓ヶ浦,つづみがうら,tsudumigaura,1
磯山,いそやま,isoyama,1
豊津上野,とよつうえの,toyotsuueno,1
北楠,きたくす,kitakusu,1
千代崎,ちよざき,chiyozaki,1
平田町,ひらたちょう,hiratachou,1
鈴鹿市,すずかし,suzukashi,1
三日市,みっかいち,mikkaichi,1
柳,やなぎ,yanagi,1
多賀大社前,たがたいしゃまえ,tagataishamae,1
高宮,たかみや,takamiya,1
八日市,ようかいち,youkaichi,1
平田,ひらた,hirata,1
太郎坊宮前,たろうぼうぐうまえ,taroubouguumae,1
新八日市,しんようかいち,shinyoukaichi,1
武佐,むさ,musa,1
市辺,いちのべ,ichinobe,1
近江八幡,おうみはちまん,oumihachiman,1
尼子,あまご,amago,1
長谷野,ながたにの,nagatanino,1
水口松尾,みなくちまつお,minakuchimatsuo,1
桜川,さくらがわ,sakuragawa,1
河辺の森,かわべのもり,kawabenomori,1
朝日野,あさひの,asahino,1
豊郷,とよさと,toyosato,1
彦根,ひこね,hikone,1
朝日大塚,あさひおおつか,asahiootsuka,1
彦根口,ひこねぐち,hikoneguchi,1
米原,まいはら,maihara,1
京セラ前,きょうせらまえ,kyouseramae,1
鳥居本,とりいもと,toriimoto,1
日野,ひの,hino,1
愛知川,えちがわ,echigawa,1
五箇荘,ごかしょう,gokashou,1
大学前,だいがくまえ,daigakumae,1
水口,みなくち,minakuchi,1
水口石橋,みなくちいしばし,minakuchiishibashi,1
貴生川,きぶかわ,kibukawa,1
水口城南,みなくちじょうなん,minakuchijounan,1
フジテック前,ふじてっくまえ,fujitekkumae,1
日向前田,ひゅうがまえだ,hyuugamaeda,1
小林,こばやし,kobayashi,1
えびの上江,えびのうわえ,ebinouwae,1
西小林,にしこばやし,nishikobayashi,1
高原,たかはる,takaharu,1
広原,ひろわら,hirowara,1
えびの,えびの,ebino,1
えびの飯野,えびのいいの,ebinoiino,1
鶴丸,つるまる,tsurumaru,1
京町温泉,きょうまちおんせん,kyoumachionsen,1
吉松,よしまつ,yoshimatsu,1
都城,みやこのじょう,miyakonojou,1
日向庄内,ひゅうがしょうない,hyuugashounai,1
高崎新田,たかさきしんでん,takasakishinndenn,1
谷頭,たにがしら,tanigashira,1
万ヶ塚,まんがつか,manngatsuka,1
東高崎,ひがしたかさき,higashitakasaki,1
筑後吉井,ちくごよしい,chikugoyoshii,1
日田,ひた,hita,1
向之原,むかいのはる,mukainoharu,1
南由布,みなみゆふ,minamiyufu,1
杉河内,すぎかわち,sugikawachi,1
天神山,てんじんやま,tenjinyama,1
小野屋,おのや,onoya,1
豊後国分,ぶんごこくぶ,bungokokubu,1
恵良,えら,era,1
筑後大石,ちくごおおいし,chikugoooishi,1
由布院,ゆふいん,yufuin,1
庄内,しょうない,shounai,1
光岡,てるおか,teruoka,1
南大分,みなみおおいた,minamiooita,1
古国府,ふるごう,furugou,1
豊後中川,ぶんごなかがわ,bungonakagawa,1
天ヶ瀬,あまがせ,amagase,1
豊後森,ぶんごもり,bungomori,1
鬼瀬,おにがせ,onigase,1
引治,ひきじ,hikiji,1
豊後中村,ぶんごなかむら,bungonakamura,1
田主丸,たぬしまる,tanushimaru,1
豊後三芳,ぶんごみよし,bungomiyoshi,1
北山田,きたやまだ,kitayamada,1
野矢,のや,noya,1
うきは,うきは,ukiha,1
湯平,ゆのひら,yunohira,1
賀来,かく,kaku,1
大分,おおいた,ooita,1
夜明,よあけ,yoake,1
御井,みい,mii,1
南久留米,みなみくるめ,minamikurume,1
筑後草野,ちくごくさの,chikugokusano,1
善導寺,ぜんどうじ,zendouji,1
久留米大学前,くるめだいがくまえ,kurumedaigakumae,1
久留米,くるめ,kurume,1
田吉,たよし,tayoshi,1
宮崎空港,みやざきくうこう,miyazakikuukou,1
出水,いずみ,izumi,1
新八代,しんやつしろ,shinyatsushiro,1
新水俣,しんみなまた,shinminamata,1
鹿児島中央,かごしまちゅうおう,kagoshimachuuou,1
川内,せんだい,senndai,1
船尾,ふなお,funao,1
上三緒,かみみお,kamimio,1
下鴨生,しもかもお,shimokamoo,1
筑前庄内,ちくぜんしょうない,chikuzenshounai,1
田川後藤寺,たがわごとうじ,tagawagotouji,1
新飯塚,しんいいづか,shiniizuka,1
土井,どい,doi,1
西戸崎,さいとざき,saitozaki,1
須恵,すえ,sue,1
和白,わじろ,wajiro,1
舞松原,まいまつばら,maimatsubara,1
香椎神宮,かしいじんぐう,kashiijinguu,1
新原,しんばる,shinnbaru,1
伊賀,いが,iga,1
酒殿,さかど,sakado,1
長者原,ちょうじゃばる,choujabaru,1
雁ノ巣,がんのす,gannosu,1
宇美,うみ,umi,1
香椎,かしい,kashii,1
海ノ中道,うみのなかみち,uminonakamichi,1
須恵中央,すえちゅうおう,suechuuou,1
奈多,なた,nata,1
三間坂,みまさか,mimasaka,1
江北,こうほく,kouhoku,1
高橋,たかはし,takahashi,1
北方,きたがた,kitagata,1
永尾,ながお,nagao,1
大町,おおまち,oomachi,1
日宇,ひう,hiu,1
武雄温泉,たけおおんせん,takeoonnsenn,1
三河内,みかわち,mikawachi,1
有田,ありた,arita,1
大塔,だいとう,daitou,1
上有田,かみありた,kamiarita,1
佐世保,させぼ,sasebo,1
早岐,はいき,haiki,1
三角,みすみ,misumi,1
緑川,みどりかわ,midorikawa,1
住吉,すみよし,sumiyoshi,1
網田,おうだ,ouda,1
赤瀬,あかせ,akase,1
石打ダム,いしうちだむ,ishiuchidamu,1
肥後長浜,ひごながはま,higonagahama,1
波多浦,はたうら,hataura,1
宇土,うと,uto,1
門司,もじ,moji,1
下関,しものせき,shimonoseki,1
南鹿児島,みなみかごしま,minamikagoshima,1
入野,いりの,irino,1
谷山,たにやま,taniyama,1
開聞,かいもん,kaimon,1
枕崎,まくらざき,makurazaki,1
平川,ひらかわ,hirakawa,1
瀬々串,せせくし,sesekushi,1
白沢,しらさわ,shirasawa,1
松ヶ浦,まつがうら,matsugaura,1
生見,ぬくみ,nukumi,1
前之浜,まえのはま,maenohama,1
指宿,いぶすき,ibusuki,1
薩摩塩屋,さつましおや,satsumashioya,1
坂之上,さかのうえ,sakanoue,1
中名,なかみょう,nakamyou,1
頴娃大川,えいおおかわ,eiookawa,1
水成川,みずなりかわ,mizunarikawa,1
頴娃,えい,ei,1
喜入,きいれ,kiire,1
薩摩今和泉,さつまいまいずみ,satsumaimaizumi,1
郡元,こおりもと,koorimoto,1
宮ヶ浜,みやがはま,miyagahama,1
東開聞,ひがしかいもん,higashikaimon,1
五位野,ごいの,goino,1
西大山,にしおおやま,nishiooyama,1
薩摩板敷,さつまいたしき,satsumaitashiki,1
慈眼寺,じげんじ,jigennji,1
石垣,いしかき,ishikaki,1
薩摩川尻,さつまかわしり,satsumakawashiri,1
大山,おおやま,ooyama,1
宇宿,うすき,usuki,1
山川,やまかわ,yamakawa,1
西頴娃,にしえい,nishiei,1
枝光,えだみつ,edamitsu,1
折尾,おりお,orio,1
門司港,もじこう,mojikou,1
九州工大前,きゅうしゅうこうだいまえ,kyuushuukoudaimae,1
黒崎,くろさき,kurosaki,1
水巻,みずまき,mizumaki,1
陣原,じんのはる,jinnoharu,1
小森江,こもりえ,komorie,1
スペースワールド,すぺーすわーるど,supe-suwa-rudo,1
西小倉,にしこくら,nishikokura,1
戸畑,とばた,tobata,1
海老津,えびつ,ebitsu,1
笹原,ささばる,sasabaru,1
西牟田,にしむた,nishimuta,1
荒木,あらき,araki,1
瀬高,せたか,setaka,1
遠賀川,おんががわ,ongagawa,1
東福間,ひがしふくま,higashifukuma,1
千鳥,ちどり,chidori,1
吉塚,よしづか,yoshizuka,1
南福岡,みなみふくおか,minamifukuoka,1
赤間,あかま,akama,1
田代,たしろ,tashiro,1
福工大前,ふっこうだいまえ,fukkoudaimae,1
水城,みずき,mizuki,1
二日市,ふつかいち,futsukaichi,1
羽犬塚,はいぬづか,hainuzuka,1
大野城,おおのじょう,oonojou,1
春日,かすが,kasuga,1
九産大前,きゅうさんだいまえ,kyuusandaimae,1
肥前旭,ひぜんあさひ,hizenasahi,1
竹下,たけした,takeshita,1
教育大前,きょういくだいまえ,kyouikudaimae,1
博多,はかた,hakata,1
都府楼南,とふろうみなみ,tofurouminami,1
千早,ちはや,chihaya,1
古賀,こが,koga,1
弥生が丘,やよいがおか,yayoigaoka,1
箱崎,はこざき,hakozaki,1
けやき台,けやきだい,keyakidai,1
南瀬高,みなみせたか,minamisetaka,1
福間,ふくま,fukuma,1
原田,はるだ,haruda,1
東郷,とうごう,tougou,1
天拝山,てんぱいざん,tennpaizann,1
鳥栖,とす,tosu,1
小川,おがわ,ogawa,1
松橋,まつばせ,matsubase,1
荒尾,あらお,arao,1
渡瀬,わたぜ,wataze,1
木葉,このは,konoha,1
長洲,ながす,nagasu,1
田原坂,たばるざか,tabaruzaka,1
川尻,かわしり,kawashiri,1
植木,うえき,ueki,1
肥後伊倉,ひごいくら,higoikura,1
上熊本,かみくまもと,kamikumamoto,1
崇城大学前,そうじょうだいがくまえ,soujoudaigakumae,1
熊本,くまもと,kumamoto,1
南荒尾,みなみあらお,minamiarao,1
有佐,ありさ,arisa,1
大野下,おおのしも,oonoshimo,1
千丁,せんちょう,senchou,1
玉名,たまな,tamana,1
銀水,ぎんすい,ginsui,1
西里,にしざと,nishizato,1
大牟田,おおむた,oomuta,1
八代,やつしろ,yatsushiro,1
鹿児島,かごしま,kagoshima,1
東市来,ひがしいちき,higashiichiki,1
市来,いちき,ichiki,1
木場茶屋,こばんちゃや,kobannchaya,1
串木野,くしきの,kushikino,1
薩摩松元,さつままつもと,satsumamatsumoto,1
湯之元,ゆのもと,yunomoto,1
上伊集院,かみいじゅういん,kamiijuuin,1
伊集院,いじゅういん,ijuuin,1
隈之城,くまのじょう,kumanojou,1
原町,はるまち,harumachi,1
篠栗,ささぐり,sasaguri,1
筑前山手,ちくぜんやまて,chikuzenyamate,1
九郎原,くろうばる,kuroubaru,1
筑前大分,ちくぜんだいぶ,chikuzenndaibu,1
柚須,ゆす,yusu,1
城戸南蔵院前,きどなんぞういんまえ,kidonanzouinmae,1
門松,かどまつ,kadomatsu,1
桂川,けいせん,keisenn,1
川棚,かわたな,kawatana,1
彼杵,そのぎ,sonogi,1
南風崎,はえのさき,haenosaki,1
岩松,いわまつ,iwamatsu,1
小串郷,おぐしごう,ogushigou,1
諏訪,すわ,suwa,1
千綿,ちわた,chiwata,1
大村,おおむら,oomura,1
ハウステンボス,はうすてんぼす,hausutennbosu,1
松原,まつばら,matsubara,1
竹松,たけまつ,takematsu,1
諫早,いさはや,isahaya,1
九大学研都市,きゅうだいがっけんとし,kyuudaigakkenntoshi,1
波多江,はたえ,hatae,1
今宿,いまじゅく,imajuku,1
周船寺,すせんじ,susenji,1
下山門,しもやまと,shimoyamato,1
姪浜,めいのはま,meinohama,1
福吉,ふくよし,fukuyoshi,1
美咲が丘,みさきがおか,misakigaoka,1
上伊万里,かみいまり,kamiimari,1
和多田,わただ,watada,1
佐里,さり,sari,1
虹ノ松原,にじのまつばら,nijinomatsubara,1
桃川,もものかわ,momonokawa,1
唐津,からつ,karatsu,1
鹿家,しかか,shikaka,1
東唐津,ひがしからつ,higashikaratsu,1
加布里,かふり,kafuri,1
大入,だいにゅう,dainyuu,1
駒鳴,こまなき,komanaki,1
西相知,にしおうち,nishiouchi,1
大川野,おおかわの,ookawano,1
筑前前原,ちくぜんまえばる,chikuzenmaebaru,1
一貴山,いきさん,ikisan,1
肥前久保,ひぜんくぼ,hizennkubo,1
肥前長野,ひぜんながの,hizennagano,1
金石原,かないしはら,kanaishihara,1
浜崎,はまさき,hamasaki,1
筑前深江,ちくぜんふかえ,chikuzenfukae,1
山本,やまもと,yamamoto,1
伊万里,いまり,imari,1
筑前垣生,ちくぜんはぶ,chikuzenhabu,1
若松,わかまつ,wakamatsu,1
本城,ほんじょう,honjou,1
藤ノ木,ふじのき,fujinoki,1
中間,なかま,nakama,1
奥洞海,おくどうかい,okudoukai,1
東水巻,ひがしみずまき,higashimizumaki,1
鞍手,くらて,kurate,1
二島,ふたじま,futajima,1
飯塚,いいづか,iizuka,1
勝野,かつの,katsuno,1
鯰田,なまずた,namazuta,1
浦田,うらた,urata,1
直方,のおがた,noogata,1
新入,しんにゅう,shinnyuu,1
筑前植木,ちくぜんうえき,chikuzenueki,1
小竹,こたけ,kotake,1
筑前内野,ちくぜんうちの,chikuzennuchino,1
上穂波,かみほなみ,kamihonami,1
筑前山家,ちくぜんやまえ,chikuzennyamae,1
天道,てんとう,tenntou,1
吉野ヶ里公園,よしのがりこうえん,yoshinogarikouen,1
肥前麓,ひぜんふもと,hizenfumoto,1
中原,なかばる,nakabaru,1
伊賀屋,いがや,igaya,1
神埼,かんざき,kanzaki,1
久保田,くぼた,kubota,1
佐賀,さが,saga,1
鍋島,なべしま,nabeshima,1
牛津,うしづ,ushizu,1
肥前竜王,ひぜんりゅうおう,hizenryuuou,1
肥前白石,ひぜんしろいし,hizenshiroishi,1
長崎,ながさき,nagasaki,1
肥前七浦,ひぜんななうら,hizennanaura,1
肥前長田,ひぜんながた,hizennagata,1
小長井,こながい,konagai,1
肥前古賀,ひぜんこが,hizenkoga,1
大草,おおくさ,ookusa,1
西浦上,にしうらかみ,nishiurakami,1
西諫早,にしいさはや,nishiisahaya,1
長与,ながよ,nagayo,1
東諫早,ひがしいさはや,higashiisahaya,1
喜々津,ききず,kikizu,1
道ノ尾,みちのお,michinoo,1
多良,たら,tara,1
東園,ひがしその,higashisono,1
肥前飯田,ひぜんいいだ,hizeniida,1
湯江,ゆえ,yue,1
長里,ながさと,nagasato,1
肥前浜,ひぜんはま,hizenhama,1
肥前鹿島,ひぜんかしま,hizenkashima,1
小江,おえ,oe,1
本川内,ほんかわち,honnkawachi,1
肥前大浦,ひぜんおおうら,hizenooura,1
浦上,うらかみ,urakami,1
市布,いちぬの,ichinuno,1
現川,うつつがわ,utsutsugawa,1
鬼塚,おにづか,onizuka,1
相知,おうち,ouchi,1
岩屋,いわや,iwaya,1
多久,たく,taku,1
小城,おぎ,ogi,1
中多久,なかたく,nakataku,1
厳木,きゅうらぎ,kyuuragi,1
西唐津,にしからつ,nishikaratsu,1
東多久,ひがしたく,higashitaku,1
本牟田部,ほんむたべ,honmutabe,1
城野,じょうの,jouno,1
志井,しい,shii,1
志井公園,しいこうえん,shiikouen,1
宝珠山,ほうしゅやま,houshuyama,1
採銅所,さいどうしょ,saidousho,1
池尻,いけじり,ikejiri,1
大鶴,おおつる,ootsuru,1
西添田,にしぞいつくね,nishizoitsukune,1
添田,そえだ,soeda,1
呼野,よぶの,yobuno,1
一本松,いっぽんまつ,ipponnmatsu,1
豊前川崎,ぶぜんかわさき,buzenkawasaki,1
香春,かわら,kawara,1
今山,いまやま,imayama,1
石原町,いしはらまち,ishiharamachi,1
豊前桝田,ぶぜんますだ,buzennmasuda,1
筑前岩屋,ちくぜんいわや,chikuzenniwaya,1
彦山,ひこさん,hikosan,1
大行司,だいぎょうじ,daigyouji,1
田川伊田,たがわいた,tagawaita,1
南宮崎,みなみみやざき,minamimiyazaki,1
日向北方,ひゅうがきたかた,hyuugakitakata,1
福島今町,ふくしまいままち,fukushimaimamachi,1
伊比井,いびい,ibii,1
大堂津,おおどうつ,oodoutsu,1
北郷,きたごう,kitagou,1
内之田,うちのだ,uchinoda,1
子供の国,こどものくに,kodomonokuni,1
谷之口,たにのくち,taninokuchi,1
小内海,こうちうみ,kouchiumi,1
南方,みなみかた,minamikata,1
青島,あおしま,aoshima,1
大隅夏井,おおすみなつい,oosuminatsui,1
油津,あぶらつ,aburatsu,1
折生迫,おりゅうざこ,oryuuzako,1
木花,きばな,kibana,1
南郷,なんごう,nanngou,1
榎原,よわら,yowara,1
曽山寺,そさんじ,sosannji,1
飫肥,おび,obi,1
日向大束,ひゅうがおおつか,hyuugaootsuka,1
日南,にちなん,nichinan,1
串間,くしま,kushima,1
内海,うちうみ,uchiumi,1
志布志,しぶし,shibushi,1
福島高松,ふくしまたかまつ,fukushimatakamatsu,1
坂ノ市,さかのいち,sakanoichi,1
臼杵,うすき,usuki,1
大在,おおざい,oozai,1
佐志生,さしう,sashiu,1
熊崎,くまさき,kumasaki,1
幸崎,こうざき,kouzaki,1
下ノ江,したのえ,shitanoe,1
下曽根,しもそね,shimosone,1
南小倉,みなみこくら,minamikokura,1
朽網,くさみ,kusami,1
安部山公園,あべやまこうえん,abeyamakouen,1
暘谷,ようこく,youkoku,1
高城,たかじょう,takajou,1
東中津,ひがしなかつ,higashinakatsu,1
宇島,うのしま,unoshima,1
豊前松江,ぶぜんしょうえ,buzennshoue,1
新田原,しんでんばる,shinndennbaru,1
大神,おおが,ooga,1
西屋敷,にしやしき,nishiyashiki,1
苅田,かんだ,kanda,1
築城,ついき,tsuiki,1
日出,ひじ,hiji,1
牧,まき,maki,1
豊前善光寺,ぶぜんぜんこうじ,buzennzennkouji,1
天津,あまつ,amatsu,1
中津,なかつ,nakatsu,1
別府,べっぷ,beppu,1
椎田,しいだ,shiida,1
西大分,にしおおいた,nishiooita,1
南行橋,みなみゆくはし,minamiyukuhashi,1
三毛門,みけかど,mikekado,1
豊前長洲,ぶぜんながす,buzennnagasu,1
亀川,かめがわ,kamegawa,1
別府大学,べっぷだいがく,beppudaigaku,1
杵築,きつき,kitsuki,1
吉富,よしとみ,yoshitomi,1
立石,たていし,tateishi,1
小波瀬西工大前,おばせにしこうだいまえ,obasenishikoudaimae,1
東別府,ひがしべっぷ,higashibeppu,1
中山香,なかやまが,nakayamaga,1
豊後豊岡,ぶんごとよおか,bunngotoyooka,1
宇佐,うさ,usa,1
行橋,ゆくはし,yukuhashi,1
鶴崎,つるさき,tsurusaki,1
今津,いまづ,imazu,1
柳ヶ浦,やなぎがうら,yanagigaura,1
高鍋,たかなべ,takanabe,1
日向新富,ひゅうがしんとみ,hyuugashintomi,1
美々津,みみつ,mimitsu,1
市棚,いちたな,ichitana,1
上岡,かみおか,kamioka,1
狩生,かりう,kariu,1
宗太郎,そうたろう,soutarou,1
北延岡,きたのべおか,kitanobeoka,1
財光寺,ざいこうじ,zaikouji,1
佐土原,さどわら,sadowara,1
東都農,ひがしつの,higashitsuno,1
宮崎神宮,みやざきじんぐう,miyazakijinguu,1
門川,かどがわ,kadogawa,1
宮崎,みやざき,miyazaki,1
南日向,みなみひゅうが,minamihyuuga,1
直川,なおかわ,naokawa,1
重岡,しげおか,shigeoka,1
旭ヶ丘,あさひがおか,asahigaoka,1
津久見,つくみ,tsukumi,1
日代,ひしろ,hishiro,1
日向住吉,ひゅうがすみよし,hyuugasumiyoshi,1
日向長井,ひゅうがながい,hyuuganagai,1
海崎,かいざき,kaizaki,1
佐伯,さいき,saiki,1
都農,つの,tsuno,1
浅海井,あざむい,azamui,1
南延岡,みなみのべおか,minaminobeoka,1
蓮ヶ池,はすがいけ,hasugaike,1
上臼杵,かみうすき,kamiusuki,1
川南,かわみなみ,kawaminami,1
土々呂,ととろ,totoro,1
直見,なおみ,naomi,1
北川,きたがわ,kitagawa,1
延岡,のべおか,nobeoka,1
日向市,ひゅうがし,hyuugashi,1
国分,こくぶ,kokubu,1
北永野田,きたながのだ,kitanaganoda,1
財部,たからべ,takarabe,1
姶良,あいら,aira,1
餅原,もちばる,mochibaru,1
重富,しげとみ,shigetomi,1
五十市,いそいち,isoichi,1
清武,きよたけ,kiyotake,1
北俣,きたまた,kitamata,1
加治木,かじき,kajiki,1
霧島神宮,きりしまじんぐう,kirishimajinguu,1
青井岳,あおいだけ,aoidake,1
西都城,にしみやこのじょう,nishimiyakonojou,1
田野,たの,tano,1
隼人,はやと,hayato,1
加納,かのう,kanou,1
山之口,やまのくち,yamanokuchi,1
大隅大川原,おおすみおおかわら,oosumiookawara,1
竜ヶ水,りゅうがみず,ryuugamizu,1
錦江,きんこう,kinkou,1
三股,みまた,mimata,1
帖佐,ちょうさ,chousa,1
日向沓掛,ひゅうがくつか,hyuugakutsuka,1
植村,うえむら,uemura,1
吉尾,よしお,yoshio,1
球泉洞,きゅうせんどう,kyuusendou,1
葉木,はき,haki,1
真幸,まさき,masaki,1
海路,かいじ,kaiji,1
白石,しろいし,shiroishi,1
人吉,ひとよし,hitoyoshi,1
大隅横川,おおすみよこがわ,oosumiyokogawa,1
大畑,おこば,okoba,1
段,だん,dan,1
矢岳,やたけ,yatake,1
坂本,さかもと,sakamoto,1
栗野,くりの,kurino,1
瀬戸石,せといし,setoishi,1
鎌瀬,かませ,kamase,1
西人吉,にしひとよし,nishihitoyoshi,1
那良口,ならぐち,naraguchi,1
渡,わたり,watari,1
一勝地,いっしょうち,isshouchi,1
中福良,なかふくら,nakafukura,1
霧島温泉,きりしまおんせん,kirishimaonsen,1
表木山,ひょうきやま,hyoukiyama,1
嘉例川,かれいがわ,kareigawa,1
日当山,ひなたやま,hinatayama,1
敷戸,しきど,shikido,1
中判田,なかはんだ,nakahanda,1
竹中,たけなか,takenaka,1
大分大学前,おおいただいがくまえ,ooitadaigakumae,1
滝尾,たきお,takio,1
犬飼,いぬかい,inukai,1
赤水,あかみず,akamizu,1
豊後荻,ぶんごおぎ,bungoogi,1
阿蘇,あそ,aso,1
市ノ川,いちのかわ,ichinokawa,1
いこいの村,いこいのむら,ikoinomura,1
滝水,たきみず,takimizu,1
内牧,うちのまき,uchinomaki,1
瀬田,せた,seta,1
宮地,みやじ,miyaji,1
玉来,たまらい,tamarai,1
三重町,みえまち,miemachi,1
波野,なみの,namino,1
肥後大津,ひごおおづ,higooodu,1
豊後竹田,ぶんごたけた,bungotaketa,1
原水,はらみず,haramizu,1
朝地,あさじ,asaji,1
緒方,おがた,ogata,1
菅尾,すがお,sugao,1
豊後清川,ぶんごきよかわ,bungokiyokawa,1
水前寺,すいぜんじ,suizenji,1
武蔵塚,むさしづか,musashizuka,1
平成,へいせい,heisei,1
東海学園前,とうかいがくえんまえ,toukaigakuenmae,1
南熊本,みなみくまもと,minamikumamoto,1
新水前寺,しんすいぜんじ,shinsuizenji,1
竜田口,たつたぐち,tatsutaguchi,1
三里木,さんりぎ,sannrigi,1
光の森,ひかりのもり,hikarinomori,1
河原町,かわはらちょう,kawaharachou,1
水道町,すいどうちょう,suidouchou,1
慶徳校前,けいとくこうまえ,keitokukoumae,1
熊本城・市役所前,くまもとじょう・しやくしょまえ,kumamotojou・shiyakushomae,1
花畑町,はなばたちょう,hanabatachou,1
辛島町,からしまちょう,karashimachou,1
呉服町,ごふくまち,gofukumachi,1
通町筋,とおりちょうすじ,toorichousuji,1
熊本駅前,くまもとえきまえ,kumamotoekimae,1
祇園橋,ぎおんばし,gionbashi,1
健軍交番前,けんぐんこうばんまえ,kengunkoubanmae,1
動植物園入口,どうしょくぶつえんいりぐち,doushokubutsueniriguchi,1
